Date,Return,Year,Month,Day,Business_Month_End,DX_to_Prev,DX_to_Curr,DX_Class,Non_Focus_Returns,Focus_Returns,Log_Cum_All_Returns,Log_Cum_Focus_Returns,Log_Cum_Non_Focus_Returns
19950705.0,0.0034937431028939,1995,7,5,0,-3,18,-3,0.0,0.0034937431028939,0.0015146689566797,0.0015146689566797,0.0
19950706.0,0.01260792157608,1995,7,6,0,-4,17,-4,0.01260792157608,0.0,0.006955989482638,0.0015146689566797,0.0054413205259582
19950707.0,0.0042833974594527,1995,7,7,0,-5,16,-5,0.0042833974594527,0.0,0.0088122725960073,0.0015146689566797,0.0072976036393275
19950710.0,0.000341833475994,1995,7,10,0,-6,15,-6,0.000341833475994,0.0,0.0089607036204599,0.0015146689566797,0.00744603466378
19950711.0,-0.0049807560026304,1995,7,11,0,-7,14,-7,-0.0049807560026304,0.0,0.0067921838446254,0.0015146689566797,0.0052775148879456
19950712.0,0.0121601671897093,1995,7,12,0,-8,13,-8,0.0121601671897093,0.0,0.0120414258174915,0.0015146689566797,0.0105267568608118
19950713.0,-0.0024436935941103,1995,7,13,0,-9,12,-8,-0.0024436935941103,0.0,0.0109788443328971,0.0015146689566797,0.0094641753762173
19950714.0,-0.0010579249301071,1995,7,14,0,-10,11,-8,-0.0010579249301071,0.0,0.0105191501696289,0.0015146689566797,0.0090044812129491
19950717.0,0.0053522748061593,1995,7,17,0,-11,10,8,0.0053522748061593,0.0,0.0128374151075508,0.0015146689566797,0.011322746150871
19950718.0,-0.0088174585952366,1995,7,18,0,-12,9,8,-0.0088174585952366,0.0,0.0089910589211304,0.0015146689566797,0.0074763899644506
19950719.0,-0.0111279162671779,1995,7,19,0,-13,8,8,-0.0111279162671779,0.0,0.0041311756731159,0.0015146689566797,0.0026165067164361
19950720.0,0.0034545676796334,1995,7,20,0,-14,7,7,0.0034545676796334,0.0,0.0056288898631394,0.0015146689566797,0.0041142209064596
19950721.0,-0.0013493785953287,1995,7,21,0,-15,6,6,-0.0013493785953287,0.0,0.0050424664425428,0.0015146689566797,0.003527797485863
19950724.0,0.0071086772129143,1995,7,24,0,-16,5,5,0.0071086772129143,0.0,0.0081188042923074,0.0015146689566797,0.0066041353356275
19950725.0,0.0073362226488207,1995,7,25,0,-17,4,4,0.0073362226488207,0.0,0.0112932552526598,0.0015146689566797,0.00977858629598
19950726.0,-0.0010574217747076,1995,7,26,0,-18,3,3,0.0,-0.0010574217747076,0.0108337798383701,0.0010551935423899,0.00977858629598
19950727.0,0.0081220641983155,1995,7,27,0,-19,2,2,0.0,0.0081220641983155,0.0143468998429972,0.004568313547017,0.00977858629598
19950728.0,-0.006564942002415,1995,7,28,0,-20,1,1,0.0,-0.006564942002415,0.0114863818825552,0.0017077955865751,0.00977858629598
19950731.0,-0.002719695440108,1995,7,31,1,-21,0,0,0.0,-0.002719695440108,0.0103036240598909,0.0005250377639107,0.00977858629598
19950801.0,-0.0018929570150421,1995,8,1,0,-1,22,-1,0.0,-0.0018929570150421,0.0094807441897159,-0.0002978421062641,0.00977858629598
19950802.0,-0.0024514798003928,1995,8,2,0,-2,21,-2,0.0,-0.0024514798003928,0.0084147729018606,-0.0013638133941194,0.00977858629598
19950803.0,-0.0005007080783896,1995,8,3,0,-3,20,-3,0.0,-0.0005007080783896,0.0081972636875159,-0.0015813226084642,0.00977858629598
19950804.0,0.0008962015520113,1995,8,4,0,-4,19,-4,0.0008962015520113,0.0,0.0085863047726427,-0.0015813226084642,0.0101676273811069
19950807.0,0.0020117330956027,1995,8,7,0,-5,18,-5,0.0020117330956027,0.0,0.0094591117218757,-0.0015813226084642,0.0110404343303399
19950808.0,-0.000220238095238,1995,8,8,0,-6,17,-6,-0.000220238095238,0.0,0.0093634529981747,-0.0015813226084642,0.0109447756066389
19950809.0,-0.0004986632011013,1995,8,9,0,-7,16,-7,-0.0004986632011013,0.0,0.0091468323067345,-0.0015813226084642,0.0107281549151987
19950810.0,-0.0024494420159724,1995,8,10,0,-8,15,-8,-0.0024494420159724,0.0,0.0080817481913899,-0.0015813226084642,0.0096630707998541
19950811.0,-0.0058052933289589,1995,8,11,0,-9,14,-8,-0.0058052933289589,0.0,0.0055531947134633,-0.0015813226084642,0.0071345173219276
19950814.0,0.008761486719982,1995,8,14,0,-10,13,-8,0.008761486719982,0.0,0.0093416877627482,-0.0015813226084642,0.0109230103712124
19950815.0,-0.0021711499203088,1995,8,15,0,-11,12,-8,-0.0021711499203088,0.0,0.0083977442403146,-0.0015813226084642,0.0099790668487788
19950816.0,0.0025647294200631,1995,8,16,0,-12,11,8,0.0025647294200631,0.0,0.0095101661534158,-0.0015813226084642,0.01109148876188
19950817.0,-0.0018897868728813,1995,8,17,0,-13,10,8,-0.0018897868728813,0.0,0.0086886656674167,-0.0015813226084642,0.0102699882758809
19950818.0,0.0008912763068134,1995,8,18,0,-14,9,8,0.0008912763068134,0.0,0.0090755696557388,-0.0015813226084642,0.010656892264203
19950821.0,-0.0030055459280789,1995,8,21,0,-15,8,8,-0.0030055459280789,0.0,0.0077683121472734,-0.0015813226084642,0.0093496347557376
19950822.0,0.001729614672534,1995,8,22,0,-16,7,7,0.001729614672534,0.0,0.0085188253929522,-0.0015813226084642,0.0101001480014165
19950823.0,-0.0038409304627566,1995,8,23,0,-17,6,6,-0.0038409304627566,0.0,0.0068475187426374,-0.0015813226084642,0.0084288413511016
19950824.0,0.0008985825043922,1995,8,24,0,-18,5,5,0.0008985825043922,0.0,0.0072375929351427,-0.0015813226084642,0.008818915543607
19950825.0,0.0053636581358321,1995,8,25,0,-19,4,4,0.0053636581358321,0.0,0.0095607752432228,-0.0015813226084642,0.011142097851687
19950828.0,-0.0038251189984889,1995,8,28,0,-20,3,3,0.0,-0.0038251189984889,0.0078963618466024,-0.0032457360050847,0.011142097851687
