19620103.00,100.00
19620104.0,100.33
19620105.0,100.08
19620108.0,100.0
19620109.0,99.84
19620110.0,99.67
19620111.0,99.59
19620112.0,99.59
19620115.0,99.43
19620116.0,99.19
19620117.0,99.27
19620118.0,99.35
19620119.0,99.35
19620122.0,99.51
19620123.0,99.35
19620124.0,99.43
19620125.0,99.35
19620126.0,99.35
19620129.0,99.27
19620130.0,99.35
19620131.0,99.43
19620201.0,99.51
19620202.0,99.6
19620205.0,99.68
19620206.0,99.76
19620207.0,99.68
19620208.0,99.68
19620209.0,99.84
19620213.0,100.0
19620214.0,100.0
19620215.0,100.09
19620216.0,100.09
19620219.0,100.17
19620220.0,99.84
19620221.0,100.0
19620223.0,100.09
19620226.0,100.25
19620227.0,100.17
19620228.0,100.25
19620301.0,100.41
19620302.0,100.41
19620305.0,100.25
19620306.0,100.17
19620307.0,100.25
19620308.0,100.42
19620309.0,100.58
19620312.0,100.74
19620313.0,100.91
19620314.0,100.83
19620315.0,100.58
19620316.0,100.58
19620319.0,100.83
19620320.0,100.99
19620321.0,101.41
19620322.0,101.66
19620323.0,101.33
19620326.0,101.16
19620327.0,101.08
19620328.0,101.08
19620329.0,101.08
19620330.0,101.41
19620402.0,101.41
19620403.0,101.66
19620404.0,102.08
19620405.0,101.58
19620406.0,101.83
19620409.0,101.66
19620410.0,101.66
19620411.0,101.33
19620412.0,101.41
19620413.0,101.49
19620416.0,101.66
19620417.0,101.74
19620418.0,101.83
19620419.0,101.75
19620423.0,101.41
19620424.0,101.33
19620425.0,101.24
19620426.0,101.16
19620427.0,101.41
19620430.0,101.41
19620501.0,101.49
19620502.0,101.41
19620503.0,101.41
19620504.0,101.33
19620507.0,101.41
19620508.0,101.5
19620509.0,101.75
19620510.0,101.66
19620511.0,101.75
19620514.0,101.5
19620515.0,101.33
19620516.0,101.41
19620517.0,101.33
19620518.0,100.83
19620521.0,100.75
19620522.0,100.83
19620523.0,101.0
19620524.0,101.08
19620525.0,101.25
19620528.0,101.33
19620529.0,101.16
19620531.0,101.08
19620601.0,101.16
19620604.0,101.25
19620605.0,101.16
19620606.0,101.16
19620607.0,101.33
19620608.0,101.41
19620611.0,101.33
19620612.0,101.41
19620613.0,101.33
19620614.0,101.08
19620615.0,101.16
19620618.0,101.0
19620619.0,100.83
19620620.0,100.92
19620621.0,101.08
19620622.0,101.08
19620625.0,100.67
19620626.0,100.5
19620627.0,100.59
19620628.0,100.42
19620629.0,100.26
19620702.0,100.26
19620703.0,100.26
19620705.0,100.26
19620706.0,100.09
19620709.0,99.85
19620710.0,100.09
19620711.0,100.34
19620712.0,100.26
19620713.0,100.26
19620716.0,100.18
19620717.0,100.01
19620718.0,100.1
19620719.0,100.1
19620720.0,100.18
19620723.0,100.26
19620724.0,100.18
19620725.0,100.1
19620726.0,100.18
19620727.0,100.1
19620730.0,100.01
19620731.0,99.93
19620801.0,100.01
19620802.0,100.26
19620803.0,100.18
19620806.0,100.18
19620807.0,100.1
19620808.0,100.18
19620809.0,100.34
19620810.0,100.34
19620813.0,100.34
19620814.0,100.43
19620815.0,100.43
19620816.0,100.59
19620817.0,100.59
19620820.0,100.76
19620821.0,100.76
19620822.0,100.67
19620823.0,100.67
19620824.0,100.67
19620827.0,100.67
19620828.0,100.59
19620829.0,100.59
19620830.0,100.67
19620831.0,100.59
19620904.0,100.59
19620905.0,100.51
19620906.0,100.35
19620907.0,100.18
19620910.0,100.26
19620911.0,100.26
19620912.0,100.26
19620913.0,100.35
19620914.0,100.35
19620917.0,100.35
19620918.0,100.43
19620919.0,100.35
19620920.0,100.43
19620921.0,100.43
19620924.0,100.51
19620925.0,100.59
19620926.0,100.68
19620927.0,100.68
19620928.0,100.76
19621001.0,100.84
19621002.0,100.93
19621003.0,101.09
19621004.0,101.09
19621005.0,100.93
19621008.0,100.84
19621009.0,100.68
19621010.0,100.84
19621011.0,100.76
19621015.0,100.76
19621016.0,100.76
19621017.0,100.76
19621018.0,100.93
19621019.0,101.26
19621022.0,101.01
19621023.0,100.76
19621024.0,100.76
19621025.0,100.76
19621026.0,100.84
19621029.0,100.93
19621030.0,100.93
19621031.0,100.93
19621101.0,100.93
19621102.0,101.01
19621105.0,101.01
19621107.0,101.01
19621108.0,101.09
19621109.0,101.18
19621113.0,101.09
19621114.0,101.01
19621115.0,101.01
19621116.0,100.85
19621119.0,100.85
19621120.0,100.85
19621121.0,100.93
19621123.0,100.93
19621126.0,100.85
19621127.0,100.93
19621128.0,100.93
19621129.0,100.93
19621130.0,100.93
19621203.0,100.85
19621204.0,100.77
19621205.0,100.85
19621206.0,100.93
19621207.0,101.01
19621210.0,101.1
19621211.0,101.18
19621212.0,101.26
19621213.0,101.26
19621214.0,101.35
19621217.0,101.51
19621218.0,101.68
19621219.0,101.6
19621220.0,101.68
19621221.0,101.85
19621224.0,102.02
19621226.0,102.02
19621227.0,101.85
19621228.0,101.6
19621231.0,101.52
19630102.0,101.77
19630103.0,101.85
19630104.0,101.6
19630107.0,101.68
19630108.0,101.85
19630109.0,101.77
19630110.0,101.85
19630111.0,101.94
19630114.0,101.85
19630115.0,101.94
19630116.0,101.94
19630117.0,101.77
19630118.0,101.6
19630121.0,101.52
19630122.0,101.43
19630123.0,101.43
19630124.0,101.43
19630125.0,101.52
19630128.0,101.43
19630129.0,101.43
19630130.0,101.44
19630131.0,101.35
19630201.0,101.27
19630204.0,101.19
19630205.0,101.1
19630206.0,101.02
19630207.0,101.02
19630208.0,101.02
19630211.0,100.94
19630213.0,100.94
19630214.0,101.02
19630215.0,101.02
19630218.0,101.02
19630219.0,100.86
19630220.0,100.77
19630221.0,100.69
19630225.0,100.69
19630226.0,100.69
19630227.0,100.69
19630228.0,100.77
19630301.0,100.86
19630304.0,100.94
19630305.0,100.94
19630306.0,101.02
19630307.0,100.94
19630308.0,100.94
19630311.0,100.94
19630312.0,100.94
19630313.0,100.94
19630314.0,100.94
19630315.0,100.94
19630318.0,100.94
19630319.0,100.94
19630320.0,100.94
19630321.0,100.94
19630322.0,100.86
19630325.0,100.78
19630326.0,100.61
19630327.0,100.61
19630328.0,100.61
19630329.0,100.69
19630401.0,100.69
19630402.0,100.61
19630403.0,100.61
19630404.0,100.69
19630405.0,100.69
19630408.0,100.53
19630409.0,100.45
19630410.0,100.28
19630411.0,100.28
19630415.0,100.2
19630416.0,100.28
19630417.0,100.28
19630418.0,100.37
19630419.0,100.53
19630422.0,100.53
19630423.0,100.53
19630424.0,100.61
19630425.0,100.7
19630426.0,100.7
