Date,Return,Year,Month,Day,Business_Month_End,DX_to_Prev,DX_to_Curr,DX_Class,Non_Focus_Returns,Focus_Returns,Log_Cum_All_Returns,Log_Cum_Focus_Returns,Log_Cum_Non_Focus_Returns
19900702.0,-0.0003174603174603,1990,7,2,0,-1,21,-1,0.0,-0.0003174603174603,-0.0320074683284764,-0.0015407143393938,-0.0304667539890821
19900703.0,0.0017585288649179,1990,7,3,0,-2,20,-2,0.0,0.0017585288649179,-0.031244419671253,-0.0007776656821704,-0.0304667539890821
19900705.0,-0.0016943574780173,1990,7,5,0,-4,18,-4,-0.0016943574780173,0.0,-0.031980893875957,-0.0007776656821704,-0.0312032281937861
19900706.0,-0.00626036681671,1990,7,6,0,-5,17,-5,-0.00626036681671,0.0,-0.0347082828023999,-0.0007776656821704,-0.033930617120229
19900709.0,-0.0043515387535059,1990,7,9,0,-6,16,-6,-0.0043515387535059,0.0,-0.0366022559147267,-0.0007776656821704,-0.0358245902325558
19900710.0,-0.000320238095238,1990,7,10,0,-7,15,-7,-0.000320238095238,0.0,-0.0367413558261181,-0.0007776656821704,-0.0359636901439472
19900711.0,-0.0003194444444444,1990,7,11,0,-8,14,-8,-0.0003194444444444,0.0,-0.0368801109490717,-0.0007776656821704,-0.0361024452669008
19900712.0,0.0044308726170535,1990,7,12,0,-9,13,-8,0.0044308726170535,0.0,-0.0349600580420259,-0.0007776656821704,-0.034182392359855
19900713.0,0.0030227515800242,1990,7,13,0,-10,12,-8,0.0030227515800242,0.0,-0.0336492738016734,-0.0007776656821704,-0.0328716081195025
19900716.0,0.0003804242328334,1990,7,16,0,-11,11,-8,0.0003804242328334,0.0,-0.0334840890747163,-0.0007776656821704,-0.0327064233925453
19900717.0,-0.0003123015873015,1990,7,17,0,-12,10,8,-0.0003123015873015,0.0,-0.0336197411140473,-0.0007776656821704,-0.0328420754318763
19900718.0,-0.0043222538496509,1990,7,18,0,-13,9,8,-0.0043222538496509,0.0,-0.0355009405561426,-0.0007776656821704,-0.0347232748739717
19900719.0,-0.0010037643834045,1990,7,19,0,-14,8,8,-0.0010037643834045,0.0,-0.0359370888206714,-0.0007776656821704,-0.0351594231385004
19900720.0,0.0016372097321247,1990,7,20,0,-15,7,7,0.0016372097321247,0.0,-0.0352266390873358,-0.0007776656821704,-0.0344489734051648
19900723.0,-0.000306746031746,1990,7,23,0,-16,6,6,-0.000306746031746,0.0,-0.0353598776325112,-0.0007776656821704,-0.0345822119503402
19900724.0,-0.0036388258989826,1990,7,24,0,-17,5,5,-0.0036388258989826,0.0,-0.0369430818935069,-0.0007776656821704,-0.036165416211336
19900725.0,0.0024744313071649,1990,7,25,0,-18,4,4,0.0024744313071649,0.0,-0.0358697773931253,-0.0007776656821704,-0.0350921117109544
19900726.0,-0.0003107142857142,1990,7,26,0,-19,3,3,-0.0003107142857142,0.0,-0.036004739861329,-0.0007776656821704,-0.035227074179158
19900727.0,0.0042730910731638,1990,7,27,0,-20,2,2,0.0042730910731638,0.0,-0.0341529136867803,-0.0007776656821704,-0.0333752480046094
19900730.0,0.0050825752191423,1990,7,30,0,-21,1,1,0.0050825752191423,0.0,-0.0319511698518568,-0.0007776656821704,-0.0311735041696858
19900731.0,-0.0016817133038781,1990,7,31,1,-22,0,0,0.0,-0.0016817133038781,-0.0326821434763297,-0.0015086393066434,-0.0311735041696858
19900801.0,0.0045132536405247,1990,8,1,0,-1,22,-1,0.0,0.0045132536405247,-0.030726472232806,0.0004470319368802,-0.0311735041696858
19900802.0,-0.0083869536855838,1990,8,2,0,-2,21,-2,0.0,-0.0083869536855838,-0.034384240235159,-0.0032107360654727,-0.0311735041696858
19900803.0,-0.0016794374187551,1990,8,3,0,-3,20,-3,-0.0016794374187551,0.0,-0.0351142237913973,-0.0032107360654727,-0.0319034877259241
19900806.0,-0.0186922363588868,1990,8,6,0,-4,19,-4,-0.0186922363588868,0.0,-0.0433089890014183,-0.0032107360654727,-0.0400982529359451
19900807.0,-0.0048102963276041,1990,8,7,0,-5,18,-5,-0.0048102963276041,0.0,-0.0454031148835677,-0.0032107360654727,-0.0421923788180945
19900808.0,0.0002637101882927,1990,8,8,0,-6,17,-6,0.0002637101882927,0.0,-0.0452886021024005,-0.0032107360654727,-0.0420778660369273
19900809.0,0.007051052962439,1990,8,9,0,-7,16,-7,0.007051052962439,0.0,-0.0422371142122863,-0.0032107360654727,-0.0390263781468131
19900810.0,-0.0017072745750925,1990,8,10,0,-8,15,-8,-0.0017072745750925,0.0,-0.0429792077985064,-0.0032107360654727,-0.0397684717330333
19900813.0,-0.0022724721909761,1990,8,13,0,-9,14,-8,-0.0022724721909761,0.0,-0.0439672530096421,-0.0032107360654727,-0.040756516944169
19900814.0,0.0030764722457029,1990,8,14,0,-10,13,-8,0.0030764722457029,0.0,-0.0426332091135389,-0.0032107360654727,-0.0394224730480658
19900815.0,0.0009581344191707,1990,8,15,0,-11,12,-8,0.0009581344191707,0.0,-0.0422172958409795,-0.0032107360654727,-0.0390065597755064
19900816.0,-0.0081597820715721,1990,8,16,0,-12,11,8,-0.0081597820715721,0.0,-0.0457755814097201,-0.0032107360654727,-0.0425648453442469
19900817.0,-0.0029918615738403,1990,8,17,0,-13,10,8,-0.0029918615738403,0.0,-0.0470768780036343,-0.0032107360654727,-0.0438661419381612
19900820.0,-0.0008752267573697,1990,8,20,0,-14,9,8,-0.0008752267573697,0.0,-0.0474571505914313,-0.0032107360654727,-0.0442464145259583
19900821.0,-0.0022959666963778,1990,8,21,0,-15,8,8,-0.0022959666963778,0.0,-0.0484554226970899,-0.0032107360654727,-0.0452446866316168
